Total runtime (s),Hits channel 1,Hits channel 2,Lifetimes (ns),Delta times (ns),Total coincidences
8348.597511,59803.0,63178.0,,0.5,1627.0
,,,,4.5,
,,,,10.0,
,,,,0.0,
,,,,4.0,
,,,,3.5,
,,,,2.0,
,,,,-0.5,
,,,,1.0,
,,,,2.5,
,,,,4.0,
,,,,4.0,
,,,,3.5,
,,,,4.5,
,,,,11.5,
,,,,4.0,
,,,,-6.5,
,,,,2.5,
,,,,3.0,
,,,,2.0,
,,,,1.5,
,,,,0.5,
,,,,2.0,
,,,,5.5,
,,,,2.5,
,,,,3.0,
,,,,7.0,
,,,,2.0,
,,,,4.5,
,,,,2.0,
,,,,2.0,
,,,,2.0,
,,,,7.5,
,,,,7.0,
,,,,5.5,
,,,,3.0,
,,,,4.5,
,,,,1.5,
,,,,4.5,
,,,,5.0,
,,,,4.5,
,,,,3.0,
,,,,2.5,
,,,,2.5,
,,,,3.5,
,,,,3.0,
,,,,1.5,
,,,,3.0,
,,,,3.5,
,,,,-2.5,
,,,,5.5,
,,,,1.0,
,,,,0.0,
,,,,3.0,
,,,,3.5,
,,,,17.5,
,,,,4.0,
,,,,-7.5,
,,,,2.5,
,,,,2.0,
,,,,5.0,
,,,,-6.5,
,,,,4.0,
,,,,2.5,
,,,,0.5,
,,,,2.5,
,,,,8.5,
,,,,0.0,
,,,,6.0,
,,,,5.0,
,,,,3.5,
,,,,1.5,
,,,,3.5,
,,,,1.5,
,,,,13.5,
,,,,1.0,
,,,,-199.0,
,,,,2.0,
,,,,0.5,
,,,,5.0,
,,,,0.5,
,,,,-4.5,
,,,,1.0,
,,,,-5.0,
,,,,2.5,
,,,,1.5,
,,,,4.0,
,,,,0.5,
,,,,4.5,
,,,,4.0,
,,,,0.0,
,,,,2.0,
,,,,0.0,
,,,,1.5,
,,,,6.0,
,,,,3.5,
,,,,5.0,
,,,,3.0,
,,,,2.0,
,,,,2.5,
,,,,4.5,
,,,,1.5,
,,,,4.0,
,,,,-2.0,
,,,,6.5,
,,,,1.5,
,,,,1.0,
,,,,1.5,
,,,,10.5,
,,,,3.0,
,,,,0.5,
,,,,1.5,
,,,,2.0,
,,,,3.0,
,,,,3.5,
,,,,0.5,
,,,,2.5,
,,,,5.0,
,,,,2.5,
,,,,-2.0,
,,,,6.0,
,,,,4.0,
,,,,2.5,
,,,,7.5,
,,,,9.0,
,,,,-4.5,
,,,,-1.0,
,,,,1.5,
,,,,2.0,
,,,,4.0,
,,,,5.0,
,,,,2.0,
,,,,6.0,
,,,,9.0,
,,,,2.5,
,,,,1.5,
,,,,8.0,
,,,,1.0,
,,,,4.5,
,,,,1.0,
,,,,7.0,
,,,,3.5,
,,,,4.5,
,,,,1.0,
,,,,3.5,
,,,,2.0,
,,,,31.0,
,,,,3.0,
,,,,3.5,
,,,,1.0,
,,,,0.0,
,,,,2.5,
,,,,2.0,
,,,,1.5,
,,,,2.0,
,,,,0.5,
,,,,0.5,
,,,,5.0,
,,,,3.0,
,,,,4.0,
,,,,-0.5,
,,,,1.0,
,,,,1.0,
,,,,4.0,
,,,,4.0,
,,,,4.0,
,,,,6.5,
,,,,3.0,
,,,,1.5,
,,,,3.5,
,,,,2.5,
,,,,3.0,
,,,,6.5,
,,,,2.5,
,,,,5.5,
,,,,3.5,
,,,,2.0,
,,,,2.5,
,,,,3.0,
,,,,4.0,
,,,,2.0,
,,,,-2.5,
,,,,12.5,
,,,,3.5,
,,,,1.5,
,,,,3.0,
,,,,0.0,
,,,,5.0,
,,,,-3.0,
,,,,2.0,
,,,,3.5,
,,,,2.0,
,,,,3.5,
,,,,3.5,
,,,,4.5,
,,,,5.5,
,,,,4.0,
,,,,2.0,
,,,,3.5,
,,,,2.5,
,,,,1.0,
,,,,4.5,
,,,,1.0,
,,,,3.5,
,,,,2.5,
,,,,3.0,
,,,,2.5,
,,,,5.5,
,,,,2.5,
,,,,4.0,
,,,,3.0,
,,,,3.0,
,,,,6.5,
,,,,3.5,
,,,,1.5,
,,,,3.0,
,,,,3.0,
,,,,3.5,
,,,,4.5,
,,,,6.0,
,,,,1.5,
,,,,2.0,
,,,,0.5,
,,,,2.0,
,,,,-4.5,
,,,,2.0,
,,,,7.0,
,,,,-5.5,
,,,,-5.5,
,,,,3.5,
,,,,-5.5,
,,,,4.0,
,,,,3.0,
,,,,0.5,
,,,,4.5,
,,,,2.5,
,,,,2.5,
,,,,2.0,
,,,,4.0,
,,,,-1.0,
,,,,4.0,
,,,,0.0,
,,,,2.0,
,,,,3.5,
,,,,6.5,
,,,,3.0,
,,,,4.0,
,,,,3.0,
,,,,-5.5,
,,,,-1.5,
